scenario,month,group_id,origin_region,scope_type,wagon_type,scope_family,workshop,allocated_wagons,total_hh,direct_cost,logistics_cost,unavailability_cost,retention_cost,composite_cost,local_assignment
lp_relaxation,1,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,1,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
lp_relaxation,1,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,2,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,2,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
lp_relaxation,2,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,2,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,165.0,54.0,45.0,594.0,0
lp_relaxation,2,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,2,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,2,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,1.0,35.0,110.0,55.0,18.0,12.0,195.0,0
lp_relaxation,2,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM2,7.6,76.0,532.0,30.4,22.799999999999997,22.799999999999997,608.0,1
lp_relaxation,2,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,2.4000000000000004,24.000000000000004,206.40000000000003,91.20000000000002,28.800000000000004,19.200000000000003,345.6,0
lp_relaxation,2,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM2,8.0,64.0,600.0,32.0,24.0,24.0,680.0,1
lp_relaxation,2,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
lp_relaxation,2,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,2,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
lp_relaxation,2,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,2,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,1.0,35.0,110.0,4.0,3.0,12.0,129.0,1
lp_relaxation,2,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,2,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,2,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,2,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
lp_relaxation,2,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,3,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,3,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,3,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,4.0,3.0,4.5,131.5,1
lp_relaxation,3,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,3,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,3,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,3,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,3,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,4.0,3.0,4.5,121.5,1
lp_relaxation,3,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,0.6571428571428571,23.0,72.28571428571429,36.142857142857146,11.82857142857143,7.885714285714286,128.14285714285714,0
lp_relaxation,3,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,3,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,3,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,45.0,15.0,4.5,184.5,0
lp_relaxation,3,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,3,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,3,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,0.33333333333333304,3.9999999999999964,29.99999999999997,14.999999999999986,4.999999999999996,0.9999999999999991,50.99999999999996,0
lp_relaxation,3,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.666666666666667,56.0,401.33333333333337,177.33333333333334,56.0,37.333333333333336,672.0,0
lp_relaxation,3,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,3,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,45.0,15.0,4.5,174.5,0
lp_relaxation,3,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,3,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,3,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,3,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,3,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,3,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,2.0,18.0,136.0,8.0,6.0,16.0,166.0,1
lp_relaxation,4,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,11.0,110.0,990.0,44.0,33.0,33.0,1100.0,1
lp_relaxation,4,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
lp_relaxation,4,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,4,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,165.0,54.0,45.0,594.0,0
lp_relaxation,4,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,4,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,4,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,1.342857142857143,47.00000000000001,147.71428571428572,73.85714285714286,24.171428571428574,16.114285714285714,261.8571428571429,0
lp_relaxation,4,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,PM2,0.26086956521739113,11.999999999999993,36.78260869565215,14.347826086956513,4.69565217391304,3.913043478260867,59.73913043478257,0
lp_relaxation,4,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,10.0,100.0,860.0,380.0,120.0,80.0,1440.0,0
lp_relaxation,4,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
lp_relaxation,4,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
lp_relaxation,4,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,4,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,1.6666666666666665,20.0,150.0,75.0,24.999999999999996,5.0,254.99999999999997,0
lp_relaxation,4,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,2.3333333333333335,28.0,200.66666666666669,88.66666666666667,28.0,18.666666666666668,336.0,0
lp_relaxation,4,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,3.0,27.0,204.0,114.0,36.0,24.0,378.0,0
lp_relaxation,4,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,2.0,70.0,220.0,8.0,6.0,24.0,258.0,1
lp_relaxation,4,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,PM2,1.0,46.0,141.0,4.0,3.0,15.0,163.0,1
lp_relaxation,4,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,4,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,4,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,4,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
lp_relaxation,4,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,1.0,9.0,68.0,4.0,3.0,8.0,83.0,1
lp_relaxation,4,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,PM2,1.0,35.0,110.0,42.0,12.0,12.0,176.0,0
lp_relaxation,5,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,13.0,130.0,1170.0,52.0,39.0,39.0,1300.0,1
lp_relaxation,5,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,5,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,4.0,3.0,4.5,131.5,1
lp_relaxation,5,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,5,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,5,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,5,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,5.0,45.0,350.0,20.0,15.0,15.0,400.0,1
lp_relaxation,5,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,0.6428571428571429,9.0,70.71428571428572,2.5714285714285716,1.9285714285714288,2.8928571428571432,78.10714285714286,1
lp_relaxation,5,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,5,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,5,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,45.0,15.0,4.5,184.5,0
lp_relaxation,5,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,5,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,1.85,74.0,203.5,7.4,5.550000000000001,27.75,244.20000000000002,1
lp_relaxation,5,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,2.5,30.0,225.0,112.5,37.5,7.5,382.5,0
lp_relaxation,5,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,2.5,30.0,215.0,95.0,30.0,20.0,360.0,0
lp_relaxation,5,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,5,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,5,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,4.0,32.0,352.0,16.0,12.0,32.0,412.0,1
lp_relaxation,5,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,PM3,1.0,12.0,118.0,4.0,3.0,9.5,134.5,1
lp_relaxation,5,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,5,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,2.0,80.0,220.0,84.0,24.0,30.0,358.0,0
lp_relaxation,5,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,5,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,2.0,18.0,136.0,8.0,6.0,16.0,166.0,1
lp_relaxation,5,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,PM3,0.4285714285714286,6.0,46.28571428571429,1.7142857142857144,1.2857142857142858,4.071428571428572,53.35714285714286,1
lp_relaxation,6,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,6,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,6,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,6,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,6,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,6,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.0,36.0,280.0,16.0,12.0,12.0,320.0,1
lp_relaxation,6,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.3571428571428572,19.0,149.2857142857143,5.428571428571429,4.071428571428571,6.107142857142858,164.89285714285714,1
lp_relaxation,6,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,0.6857142857142857,24.0,75.42857142857143,37.714285714285715,12.342857142857143,8.228571428571428,133.71428571428572,0
lp_relaxation,6,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,6,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,6,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,6,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,5.15,206.0,566.5,20.6,15.450000000000001,77.25,679.8000000000001,1
lp_relaxation,6,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,4.0,48.0,344.0,152.0,48.0,32.0,576.0,0
lp_relaxation,6,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,4.0,36.0,272.0,152.0,48.0,32.0,504.0,0
lp_relaxation,6,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM1,2.0,28.0,220.0,90.0,30.0,9.0,349.0,0
lp_relaxation,6,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,6,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,6,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,6,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,6,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,6,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,2.0,18.0,136.0,8.0,6.0,16.0,166.0,1
lp_relaxation,6,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,PM3,0.5714285714285714,8.0,61.71428571428571,2.2857142857142856,1.7142857142857142,5.428571428571428,71.14285714285714,1
lp_relaxation,7,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,13.0,130.0,1170.0,52.0,39.0,39.0,1300.0,1
lp_relaxation,7,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,7,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
lp_relaxation,7,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,220.0,72.0,60.0,792.0,0
lp_relaxation,7,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,7,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,3.3333333333333335,30.0,233.33333333333334,13.333333333333334,10.0,10.0,266.6666666666667,1
lp_relaxation,7,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,11.0,110.0,946.0,418.0,132.0,88.0,1584.0,0
lp_relaxation,7,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,9.0,72.0,792.0,342.0,108.0,72.0,1314.0,0
lp_relaxation,7,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,8.0,6.0,24.0,248.0,1
lp_relaxation,7,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,4.0,160.0,440.0,16.0,12.0,60.0,528.0,1
lp_relaxation,7,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,1.25,15.0,112.5,56.25,18.75,3.75,191.25,0
lp_relaxation,7,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,3.75,45.0,322.5,142.5,45.0,30.0,540.0,0
lp_relaxation,7,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,PM2,0.8571428571428571,30.0,94.28571428571428,3.4285714285714284,2.571428571428571,10.285714285714285,110.57142857142857,1
lp_relaxation,7,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,7,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,4.0,32.0,352.0,16.0,12.0,32.0,412.0,1
lp_relaxation,7,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,42.0,12.0,12.0,171.0,0
lp_relaxation,7,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,2.0,80.0,220.0,84.0,24.0,30.0,358.0,0
lp_relaxation,7,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,2.0,24.0,172.0,8.0,6.0,16.0,202.0,1
lp_relaxation,8,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,11.0,110.0,990.0,44.0,33.0,33.0,1100.0,1
lp_relaxation,8,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,9.0,72.0,855.0,36.0,27.0,27.0,945.0,1
lp_relaxation,8,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,4.0,3.0,4.5,131.5,1
lp_relaxation,8,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,55.0,18.0,12.0,190.0,0
lp_relaxation,8,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,165.0,54.0,45.0,594.0,0
lp_relaxation,8,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,PM1,5.0,60.0,450.0,20.0,15.0,15.0,500.0,1
lp_relaxation,8,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,PM1,4.666666666666666,41.99999999999999,326.66666666666663,18.666666666666664,13.999999999999998,13.999999999999998,373.33333333333326,1
lp_relaxation,8,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,4.0,3.0,4.5,121.5,1
lp_relaxation,8,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,PM2,1.8857142857142857,66.0,207.42857142857142,103.71428571428571,33.94285714285714,22.628571428571426,367.7142857142857,0
lp_relaxation,8,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,PM3,10.0,100.0,860.0,380.0,120.0,80.0,1440.0,0
lp_relaxation,8,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,PM3,8.0,64.0,704.0,304.0,96.0,64.0,1168.0,0
lp_relaxation,8,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,PM1,1.0,12.0,120.0,45.0,15.0,4.5,184.5,0
lp_relaxation,8,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,PM2,1.0,30.0,105.0,4.0,3.0,12.0,124.0,1
lp_relaxation,8,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,PM2,3.0,120.0,330.0,12.0,9.0,45.0,396.0,1
lp_relaxation,8,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM1,1.0,12.0,90.0,45.0,15.0,3.0,153.0,0
lp_relaxation,8,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,PM3,3.0,36.0,258.0,114.0,36.0,24.0,432.0,0
lp_relaxation,8,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,PM3,7.0,63.0,476.0,266.0,84.0,56.0,882.0,0
lp_relaxation,8,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,PM1,1.0,14.0,110.0,45.0,15.0,4.5,174.5,0
lp_relaxation,8,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,PM3,4.0,40.0,344.0,16.0,12.0,32.0,404.0,1
lp_relaxation,8,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,PM3,3.0,24.0,264.0,12.0,9.0,24.0,309.0,1
lp_relaxation,8,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,PM2,1.0,40.0,110.0,42.0,12.0,15.0,179.0,0
lp_relaxation,8,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,PM3,1.0,12.0,86.0,4.0,3.0,8.0,101.0,1
lp_relaxation,8,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,PM3,3.0,27.0,204.0,12.0,9.0,24.0,249.0,1
lp_relaxation,8,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,PM3,1.0,14.0,108.0,4.0,3.0,9.5,124.5,1
lp_relaxation,9,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,PM1,12.0,120.0,1080.0,48.0,36.0,36.0,1200.0,1
lp_relaxation,9,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,PM1,10.0,80.0,950.0,40.0,30.0,30.0,1050.0,1
lp_relaxation,9,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,PM2,2.0,60.0,210.0,110.0,36.0,24.0,380.0,0
