scenario,month,group_id,origin_region,scope_type,wagon_type,scope_family,queued_wagons
full_milp,2,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,2,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,2,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,0.0
full_milp,2,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,2,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,2,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,2,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,0.0
full_milp,2,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,0.0
full_milp,2,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,2,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,2,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,2,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,2,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,2,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,2,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,2,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,2,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,0.0
full_milp,2,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,0.0
full_milp,2,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,2,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,2,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,2,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,2,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,2,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,2,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,2,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,2,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,0.0
full_milp,2,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,0.0
full_milp,3,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,3,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,3,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,3,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,1.0
full_milp,3,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,1.0
full_milp,3,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,3,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,3,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,3,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,1.0
full_milp,3,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,0.0
full_milp,3,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,3,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,3,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,3,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,3,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,3,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,3,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,3,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,3,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,1.0
full_milp,3,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,0.0
full_milp,3,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,3,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,3,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,3,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,3,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,3,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,3,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,3,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,3,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,1.0
full_milp,3,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,0.0
full_milp,4,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,4,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,4,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,4,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,4,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,0.0
full_milp,4,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,4,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,4,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,4,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,0.0
full_milp,4,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,0.0
full_milp,4,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,4,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,4,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,4,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,4,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,4,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,4,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,4,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,4,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,0.9999999999999947
full_milp,4,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,0.0
full_milp,4,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,4,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,4,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,4,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,4,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,4,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,4,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,4,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,4,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,5.329070518200751e-15
full_milp,4,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,0.0
full_milp,5,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,5,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,5,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,5,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,5,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,0.0
full_milp,5,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,5,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,5,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,5,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,1.0000000000000053
full_milp,5,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,1.0
full_milp,5,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,5,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,5,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,5,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,5,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,2.0
full_milp,5,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,5,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,5,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,1.0
full_milp,5,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,1.9999999999999947
full_milp,5,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,1.0
full_milp,5,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,5,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,5,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,5,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,5,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,2.0
full_milp,5,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,5,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,5,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,1.0
full_milp,5,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,0.0
full_milp,5,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,6,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,6,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,6,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,6,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,6,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,2.999999999999997
full_milp,6,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,6,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,6,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,6,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,2.0000000000000053
full_milp,6,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,2.0
full_milp,6,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,6,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,6,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,6,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,-0.0
full_milp,6,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,6,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,6,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,6,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,6,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,0.9999999999999964
full_milp,6,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,1.0
full_milp,6,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,6,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,6,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,6,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,6,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,6,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,6,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,6,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,6,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,1.0
full_milp,6,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,7,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,7,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,7,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,7,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,7,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,3.9999999999999947
full_milp,7,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,7,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,4.0
full_milp,7,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,1.0
full_milp,7,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,4.000000000000005
full_milp,7,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,3.0
full_milp,7,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,7,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,7,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,1.0000000000000024
full_milp,7,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,7,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,7,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,7,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,2.0
full_milp,7,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,1.0
full_milp,7,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,0.0
full_milp,7,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,2.0
full_milp,7,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,7,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,-0.0
full_milp,7,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,7,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,7,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,7,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,-0.0
full_milp,7,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,2.0
full_milp,7,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,1.0
full_milp,7,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,2.0
full_milp,7,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,8,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,8,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,8,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,8,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,8,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,4.999999999999995
full_milp,8,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,8,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,8,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,8,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,2.000000000000006
full_milp,8,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,3.0
full_milp,8,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,8,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,8,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,8,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,8,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,8,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,8,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,8,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,8,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,1.0
full_milp,8,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,2.0
full_milp,8,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,8,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,8,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,8,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,8,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,8,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,8,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,8,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,8,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,2.0
full_milp,8,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,9,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,9,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,9,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,9,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,9,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,0.0
full_milp,9,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,9,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,9,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,9,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,1.0000000000000062
full_milp,9,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,3.0
full_milp,9,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,9,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,9,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,9,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,9,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,3.0
full_milp,9,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,9,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,9,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,9,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,2.0
full_milp,9,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,2.0
full_milp,9,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,9,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,9,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,9,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,9,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.9999999999999947
full_milp,9,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,9,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,9,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,9,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,3.0
full_milp,9,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,10,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,10,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,10,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,10,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,10,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,2.9999999999999947
full_milp,10,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,10,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,10,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,10,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,2.000000000000006
full_milp,10,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,3.0
full_milp,10,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,10,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,10,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,10,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,10,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,10,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,10,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,10,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,10,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,3.0
full_milp,10,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,2.0
full_milp,10,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,10,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,10,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,10,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,10,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,0.0
full_milp,10,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,10,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,10,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,10,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,1.0
full_milp,10,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,11,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,11,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,11,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,11,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,11,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,2.000000000000001
full_milp,11,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,11,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
full_milp,11,R1-GDU-VR2,R1,GDU-VR2,GDU,VR2,0.0
full_milp,11,R1-GDU-VR4,R1,GDU-VR4,GDU,VR4,0.9999999999999991
full_milp,11,R1-GDU-VRG,R1,GDU-VRG,GDU,VRG,3.0
full_milp,11,R2-GDT-VMC,R2,GDT-VMC,GDT,VMC,0.0
full_milp,11,R2-GDT-VR1,R2,GDT-VR1,GDT,VR1,0.0
full_milp,11,R2-GDT-VR2,R2,GDT-VR2,GDT,VR2,0.0
full_milp,11,R2-GDT-VR4,R2,GDT-VR4,GDT,VR4,0.0
full_milp,11,R2-GDT-VRG,R2,GDT-VRG,GDT,VRG,0.0
full_milp,11,R2-GDU-VMC,R2,GDU-VMC,GDU,VMC,0.0
full_milp,11,R2-GDU-VR1,R2,GDU-VR1,GDU,VR1,0.0
full_milp,11,R2-GDU-VR2,R2,GDU-VR2,GDU,VR2,0.0
full_milp,11,R2-GDU-VR4,R2,GDU-VR4,GDU,VR4,3.0
full_milp,11,R2-GDU-VRG,R2,GDU-VRG,GDU,VRG,2.0
full_milp,11,R3-GDT-VMC,R3,GDT-VMC,GDT,VMC,0.0
full_milp,11,R3-GDT-VR1,R3,GDT-VR1,GDT,VR1,0.0
full_milp,11,R3-GDT-VR2,R3,GDT-VR2,GDT,VR2,0.0
full_milp,11,R3-GDT-VR4,R3,GDT-VR4,GDT,VR4,0.0
full_milp,11,R3-GDT-VRG,R3,GDT-VRG,GDT,VRG,-0.0
full_milp,11,R3-GDU-VMC,R3,GDU-VMC,GDU,VMC,0.0
full_milp,11,R3-GDU-VR1,R3,GDU-VR1,GDU,VR1,0.0
full_milp,11,R3-GDU-VR2,R3,GDU-VR2,GDU,VR2,0.0
full_milp,11,R3-GDU-VR4,R3,GDU-VR4,GDU,VR4,0.0
full_milp,11,R3-GDU-VRG,R3,GDU-VRG,GDU,VRG,1.0
full_milp,12,R1-GDT-VMC,R1,GDT-VMC,GDT,VMC,0.0
full_milp,12,R1-GDT-VR1,R1,GDT-VR1,GDT,VR1,0.0
full_milp,12,R1-GDT-VR2,R1,GDT-VR2,GDT,VR2,0.0
full_milp,12,R1-GDT-VR4,R1,GDT-VR4,GDT,VR4,0.0
full_milp,12,R1-GDT-VRG,R1,GDT-VRG,GDT,VRG,1.0000000000000009
full_milp,12,R1-GDU-VMC,R1,GDU-VMC,GDU,VMC,0.0
full_milp,12,R1-GDU-VR1,R1,GDU-VR1,GDU,VR1,0.0
